list-none-s,12,1000,8,36000,32837072,912,8457
list-none-m,1,1000,16,3000,376488,125,38
list-none-m,2,1000,16,6000,3356624,559,384
list-none-s,1,1000,16,3000,416052,138,39
list-none-s,2,1000,16,6000,2429698,404,543
list-none-m,1,1000,1,3000,371319,123,37
list-none-m,2,1000,1,6000,2837707,472,298
list-none-s,1,1000,1,3000,332234,110,33
list-none-s,2,1000,1,6000,1353525,225,204
list-none-s,4,1000,1,12000,3854996,321,819
list-none-s,8,1000,1,24000,19806101,825,5598
list-id-none,1,1,4,3,81837,27279,0
list-id-none,1,2,4,6,110226,18371,0
list-id-none,1,4,4,12,118898,9908,0
list-id-none,1,8,4,24,118838,4951,0
list-id-none,1,16,4,48,115676,2409,0
list-id-none,2,4,4,24,105456,4394,0
list-id-none,2,8,4,48,116630,2429,0
list-id-none,2,16,4,96,125128,1303,0
list-id-none,4,1,4,12,161212,13434,0
list-id-none,4,4,4,48,142545,2969,0
list-id-none,8,1,4,24,262117,10921,0
list-id-none,8,2,4,48,236975,4936,0
list-id-none,8,4,4,96,368048,3833,0
list-id-none,12,1,4,36,407004,11305,0
list-id-none,12,2,4,72,396864,5512,0
list-id-none,12,4,4,144,327686,2275,0
list-id-none,16,1,4,48,504102,10502,0
list-id-s,1,1,4,3,77056,25685,111
list-id-s,1,2,4,6,87108,14518,68
list-id-s,1,4,4,12,93320,7776,54
list-id-s,1,8,4,24,95179,3965,44
list-id-s,1,16,4,48,92714,1931,39
list-id-s,2,1,4,6,71857,11976,111
list-id-s,2,2,4,12,92506,7708,78
list-id-s,2,4,4,24,99539,4147,56
list-id-s,2,8,4,48,120920,2519,481
list-id-s,2,16,4,96,143818,1498,761
list-id-s,4,1,4,12,144407,12033,127
list-id-s,4,4,4,48,133732,2786,49
list-id-s,4,16,4,192,302648,1576,2741
list-id-s,8,1,4,24,280292,11678,93
list-id-s,8,2,4,48,280305,5839,74
list-id-s,8,4,4,96,336693,3507,52
list-id-s,8,8,4,192,286921,1494,43
list-id-s,8,16,4,384,682396,1777,5260
list-id-s,12,4,4,144,405502,2815,49
list-id-s,12,8,4,288,444883,1544,89
list-id-s,16,1,4,48,577016,12021,87
list-id-s,16,2,4,96,529112,5511,71
list-id-s,16,4,4,192,529368,2757,52
list-id-m,1,1,4,3,68950,22983,395
list-id-m,1,2,4,6,73190,12198,216
list-id-m,1,4,4,12,100283,8356,187
list-id-m,1,8,4,24,103202,4300,118
list-id-m,1,16,4,48,102987,2145,77
list-id-m,2,4,4,24,107128,4463,778
list-id-m,2,8,4,48,128185,2670,1007
list-id-m,4,1,4,12,109697,9141,219
list-id-m,8,1,4,24,281279,11719,204
list-id-m,8,2,4,48,268758,5599,302
list-id-m,8,4,4,96,265082,2761,80
list-id-m,12,1,4,36,429923,11942,139
list-id-m,12,2,4,72,378097,5251,110
list-id-m,12,4,4,144,357583,2483,66
list-id-m,16,1,4,48,515301,10735,143
list-id-m,16,2,4,96,534152,5564,195
list-id-m,16,4,4,192,515082,2682,73
list-id-m,16,16,4,768,2371187,3087,23653
list-none-m,1,1000,1,3000,375418,125,36
list-none-m,2,1000,1,6000,1503814,250,258
list-none-s,1,1000,1,3000,353767,117,34
list-none-s,2,1000,1,6000,1276644,212,258
list-none-s,4,1000,1,12000,6711807,559,1888
list-none-m,1,1000,4,3000,401973,133,37
list-none-m,2,1000,4,6000,2127686,354,269
list-none-s,1,1000,4,3000,371144,123,34
list-none-s,2,1000,4,6000,1865531,310,392
list-none-m,1,1000,8,3000,382977,127,40
list-none-m,2,1000,8,6000,2174669,362,289
list-none-s,1,1000,8,3000,342491,114,34
list-none-s,2,1000,8,6000,1549817,258,328
list-none-s,4,1000,8,12000,5929982,494,1517
list-none-s,8,1000,8,24000,10914456,454,2420
list-none-m,1,1000,16,3000,379756,126,37
list-none-s,1,1000,16,3000,331040,110,34
list-none-m,1,1000,1,3000,409989,136,37
list-none-m,2,1000,1,6000,1931004,321,297
list-none-m,8,1000,1,24000,21362235,890,4530
list-none-s,1,1000,1,3000,376379,125,37
list-none-s,2,1000,1,6000,1595649,265,325
list-id-none,1,1,4,3,87453,29151,0
list-id-none,1,2,4,6,118809,19801,0
list-id-none,1,4,4,12,92855,7737,0
list-id-none,1,8,4,24,115472,4811,0
list-id-none,1,16,4,48,153881,3205,0
list-id-none,2,1,4,6,111639,18606,0
list-id-none,2,2,4,12,108108,9009,0
list-id-none,2,4,4,24,138549,5772,0
list-id-none,8,1,4,24,307752,12823,0
