add-none,1,10,20,412230,20611,0
add-none,1,20,40,321815,8045,0
add-none,1,40,80,447531,5594,0
add-none,1,80,160,412446,2577,0
add-none,1,100,200,462119,2310,0
add-none,1,1000,2000,461542,230,0
add-none,1,10000,20000,568613,28,0
add-none,1,100000,200000,1675755,8,0
add-none,2,10,40,524963,13124,0
add-none,2,20,80,233629,2920,0
add-none,2,40,160,449508,2809,0
add-none,2,80,320,450222,1406,0
add-none,2,100,400,457787,1144,0
add-none,2,1000,4000,467153,116,0
add-none,2,10000,40000,650436,16,7
add-none,2,100000,400000,5877889,14,1902
add-none,4,10,80,683080,8538,0
add-none,4,20,160,645299,4033,0
add-none,4,40,320,632359,1976,0
add-none,4,80,640,278730,435,0
add-none,4,100,800,327252,409,0
add-none,4,1000,8000,666834,83,0
add-none,4,10000,80000,2258813,28,295
add-none,4,100000,800000,17945845,22,2226
add-none,8,10,160,1427855,8924,0
add-none,8,20,320,1449324,4529,0
add-none,8,40,640,1466888,2292,0
add-none,8,80,1280,1554945,1214,0
add-none,8,100,1600,1718567,1074,0
add-none,8,1000,16000,1420733,88,0
add-none,8,10000,160000,4367872,27,420
add-none,8,100000,1600000,43659407,27,4242
add-none,12,10,240,1947854,8116,0
add-none,12,20,480,898076,1870,0
add-none,12,40,960,2052207,2137,0
add-none,12,80,1920,2023880,1054,0
add-none,12,100,2400,2080526,866,0
add-none,12,1000,24000,2094294,87,0
add-none,12,10000,240000,6286970,26,634
add-none,12,100000,2400000,65113390,27,5556
add-yield-none,1,10,20,556619,27830,0
add-yield-none,1,20,40,639375,15984,0
add-yield-none,1,40,80,903884,11298,0
add-yield-none,1,80,160,1329673,8310,0
add-yield-none,1,100,200,1538986,7694,0
add-yield-none,1,1000,2000,12125479,6062,0
add-yield-none,1,10000,20000,112925464,5646,0
add-yield-none,1,100000,200000,373892418,1869,0
add-yield-none,2,10,40,294632,7365,0
add-yield-none,2,20,80,391665,4895,0
add-yield-none,2,40,160,594352,3714,1
add-yield-none,2,80,320,950081,2969,0
add-yield-none,2,100,400,1211304,3028,0
add-yield-none,2,1000,4000,10211710,2552,1
add-yield-none,2,10000,40000,100554607,2513,0
add-yield-none,2,100000,400000,357241145,893,0
add-yield-none,4,10,80,883714,11046,1
add-yield-none,4,20,160,990083,6188,1
add-yield-none,4,40,320,668295,2088,2
add-yield-none,4,80,640,1017264,1589,1
add-yield-none,4,100,800,1369865,1712,0
add-yield-none,4,1000,8000,11736186,1467,0
add-yield-none,4,10000,80000,101495130,1268,1
add-yield-none,4,100000,800000,670565334,838,5
add-yield-none,8,10,160,1533215,9582,3
add-yield-none,8,20,320,1337655,4180,0
add-yield-none,8,40,640,1791211,2798,1
add-yield-none,8,80,1280,2280529,1781,0
add-yield-none,8,100,1600,2552819,1595,1
add-yield-none,8,1000,16000,11733431,733,0
add-yield-none,8,10000,160000,112281546,701,5
add-yield-none,8,100000,1600000,1055066061,659,434
add-yield-none,12,10,240,2248157,9367,2
add-yield-none,12,20,480,2250801,4689,5
add-yield-none,12,40,960,2310028,2406,4
add-yield-none,12,80,1920,3149171,1640,3
add-yield-none,12,100,2400,3019423,1258,2
add-yield-none,12,1000,24000,37236352,1551,5
add-yield-none,12,10000,240000,163098596,679,13
add-yield-none,12,100000,2400000,1162480558,484,205
add-m,1,10,20,116557,5827,0
add-m,1,20,40,116729,2918,0
add-m,1,40,80,115400,1442,0
add-m,1,80,160,118355,739,0
add-m,1,100,200,777464,3887,0
add-m,1,1000,2000,168874,84,0
add-m,1,10000,20000,706713,35,0
add-m,1,100000,200000,6087228,30,0
add-m,2,10,40,203894,5097,0
add-m,2,20,80,640109,8001,0
add-m,2,40,160,320339,2002,0
add-m,2,80,320,439182,1372,0
add-m,2,100,400,486115,1215,0
add-m,2,1000,4000,3231991,807,0
add-m,2,10000,40000,25821851,645,0
add-m,2,100000,400000,48475034,121,0
add-m,4,10,80,273193,3414,0
add-m,4,20,160,254762,1592,0
add-m,4,40,320,336049,1050,0
add-m,4,80,640,865006,1351,0
add-m,4,100,800,1046786,1308,0
add-m,4,1000,8000,13646227,1705,0
add-m,4,10000,80000,124602931,1557,0
add-m,4,100000,800000,899749488,1124,0
add-m,8,10,160,439541,2747,0
add-m,8,20,320,537520,1679,0
add-m,8,40,640,1079667,1686,0
add-m,8,80,1280,1426275,1114,0
add-m,8,100,1600,2090578,1306,0
add-m,8,1000,16000,20419502,1276,0
add-m,8,10000,160000,150560068,941,0
add-m,8,100000,1600000,1206210135,753,0
add-m,12,10,240,1916259,7984,0
add-m,12,20,480,2214594,4613,0
add-m,12,40,960,2940214,3062,0
add-m,12,80,1920,4975425,2591,0
add-m,12,100,2400,6111923,2546,0
add-m,12,1000,24000,60532846,2522,0
